ann_date,change_date,code,flow_share,total_share
20220827,20220630,sh688707,78208290,442934810
20220303,20220314,sh688707,77513590,442934810
20220408,20211231,sh688707,74280000,442930000
20220818,20220630,sh688711,30246080,137890670
20220606,20220610,sh688711,29805640,137890670
20220219,20220301,sh688711,21167740,98493330
20220830,20220630,sh688718,36920000,173750000
20220121,20220128,sh688718,36922810,173754389.99999997
20220426,20211231,sh688718,35290000,173750000
20220827,20220630,sh688722,46230760,224666699.99999997
20220412,20220419,sh688722,44933360,224666699.99999997
20220331,20211231,sh688722,43050000,224670000
20220823,20220630,sh688728,174922100,2498887170
20220210,20220218,sh688728,184111300,2498887170
20220428,20211231,sh688728,173873590,2498887170
20221022,20221020,sh688733,122920939.99999999,199775190
20220806,20220817,sh688733,122500840,182164340
20220826,20220630,sh688733,41046470,182164340
20220830,20220630,sh688737,18742890,86034980
20220415,20220422,sh688737,18898890,86034980
20220428,20211231,sh688737,18109310,86034980
20220824,20220630,sh688739,41644709.99999999,416450000
20220421,20220428,sh688739,41617010,416450000
20220415,20211231,sh688739,39688880,416450000
20220826,20220630,sh688766,11396140,50720210
20220519,20220525,sh688766,11433460,50720210
20220215,20220223,sh688766,8087450,36228720
20220830,20220630,sh688767,24043060,106666670
20220226,20220308,sh688767,23618060,106666670
20220226,20220307,sh688767,23620000,106670000
20220725,20220630,sh688768,11940000,54870000
20220119,20220126,sh688768,11771000,54865490
20220415,20211231,sh688768,11280170,54865490
20220831,20220630,sh688772,110054100,1121855750
20220407,20220415,sh688772,111542400,1121855750
20220419,20211231,sh688772,106228190,1121855750
20220818,20220630,sh688776,16746790,77416730
20220219,20220228,sh688776,17345790,77416730
20220315,20211231,sh688776,16637150,77416730
20220916,20220926,sh688777,320122280,496823000
20220830,20220630,sh688777,271205530,496823000
20220125,20220121,sh688777,273642130,496823000
20220728,20220805,sh688778,94406340,251572270
20220728,20220630,sh688778,54150000,251570000
20220122,20220207,sh688778,54154780,251572270
20220830,20220630,sh688779,381879960,1929206270
20220127,20220211,sh688779,390576060,1929206270
20220330,20211231,sh688779,372231809.99999994,1929206270
20220823,20220630,sh688786,18283270,85440800
20220221,20220228,sh688786,18156170,85440800
20220415,20211231,sh688786,17390000,85440000
20220810,20220630,sh688787,9629900,42800000
20220128,20220214,sh688787,9235400,42800000
20220429,20211231,sh688787,8843500,42800000
20220818,20220630,sh688788,6484Íò¹É,10575Íò¹É
20220602,20220609,sh688788,64841080,105747930
20220428,20211231,sh688788,4632Íò¹É,7553Íò¹É
20220825,20220630,sh688789,16326600,76000000
20211231,20220110,sh688789,16288599.999999998,76000000
20220412,20211231,sh688789,15578970,76000000
20220822,20220630,sh688793,13577400,61640000
20220106,20220117,sh688793,13238000,61640000
20220425,20211231,sh688793,12684910,61640000
20220825,20220630,sh688798,33849200,166000000
20220208,20220216,sh688798,34631800,166000000
20220427,20211231,sh688798,33169390,166000000
20220830,20220630,sh688799,20355200,93800000
20220106,20220113,sh688799,20290400,93800000
20220329,20211231,sh688799,19443990,93800000
20220715,20220722,sh688800,69628000,108000000
20220819,20220630,sh688800,22950000,108000000
20220115,20220124,sh688800,22950000,108000000
20220111,20220118,sh688819,130998080.00000001,972100000
20220331,20211231,sh688819,108717070,972100000
20210710,20210719,sh688819,106226070,972100000
20221122,20221121,sh688981,7912507870,7912507870
20221105,20221031,sh688981,7911130330.000001,7911130330.000001
20221029,20221028,sh688981,7911121580.000001,7911121580.000001
20220927,20220930,sh688001,412505150,440591570
20220927,20220818,sh688001,411303150,439389570
20220801,20220719,sh688001,50402760,439389180
20220705,20220630,sh688001,50401790,439388210.00000006
20210928,20210930,sh688001,50400110.00000001,439386520
20210715,20210722,sh688001,49550360,438536770.00000006
20210623,20210629,sh688001,49211550,438536770.00000006
20210423,20201231,sh688001,39761200,438536770.00000006
20201229,20201225,sh688001,38451200,438536770.00000006
20200629,20200623,sh688001,38451200,429086420
20200114,20200122,sh688001,38451200,401000000
20190716,20190722,sh688001,36249580,401000000
20190327,20190327,sh688001,,360900000
20220716,20220722,sh688002,446023750,446023750
20211218,20211227,sh688002,256128570,445000000
20210825,20210630,sh688002,228728570,445000000
20210715,20210722,sh688002,231128570,445000000
20210428,20201231,sh688002,230371670,445000000
20200720,20200630,sh688002,55689300,445000000
20200709,20200722,sh688002,229817870,445000000
20200114,20200122,sh688002,54600000,445000000
20190716,20190722,sh688002,51568510,445000000
20190322,20190322,sh688002,,385000000
20220716,20220722,sh688003,194701000,194701000
20210714,20210722,sh688003,73302000,193600000
20200709,20200722,sh688003,71366000,193600000
20200114,20200122,sh688003,46464000,193600000
20190716,20190722,sh688003,44178480,193600000
20190402,20190402,sh688003,,145200000
20170718,20170721,sh688003,99466660,140000000
20161212,20161215,sh688003,96066660,136600000
20160516,20160524,sh688003,55533330,136600000
20160222,20160225,sh688003,27766670,68300000
20160125,20160128,sh688003,4300000,68300000
20150928,20151008,sh688003,1800000,65800000
20150731,20150811,sh688003,1500000,65500000
20210607,20210615,sh688004,39388620,56800000
20210420,20201231,sh688004,13745300,56800000
20201207,20201214,sh688004,13490000,56800000
20200611,20200612,sh688004,12864150,56800000
20190621,20190621,sh688004,,42600000
20170825,20170630,sh688004,2274880,40000000
20170223,20170317,sh688004,462620,40000000
20220902,20220906,sh688005,280419080,450883270
20211224,20211228,sh688005,275810300,448037630
20210928,20210924,sh688005,275810300,448095810
20210923,20210917,sh688005,275810300,447592930
20210715,20210722,sh688005,275810300,447383380.00000006
20210128,20210126,sh688005,274010300,447383380.00000006
20200711,20200722,sh688005,274010300,443285700
20200115,20200122,sh688005,43200000,443285700
20190719,20190722,sh688005,40737070,443285700
20190322,20190322,sh688005,,398285700
20220910,20220915,sh688006,405133000,405133000
20220430,20211231,sh688006,112313200,403090000
20211016,20211020,sh688006,112546100,403090000
20210831,20210630,sh688006,110511100,402695000
20210714,20210722,sh688006,112151100,402695000
20210605,20210609,sh688006,110746100,402695000
20210416,20201231,sh688006,109051100,401000000
20200828,20200630,sh688006,40430200,401000000
20200713,20200722,sh688006,109238100,401000000
20200429,20191231,sh688006,37440870,401000000
20200115,20200122,sh688006,40014900,401000000
20190717,20190722,sh688006,36785970,401000000
20190415,20190415,sh688006,,360000000
20221130,20221202,sh688007,457107540,457107540
20210716,20210722,sh688007,286020140,452756900
20201125,20201127,sh688007,283300140,452756900
20200710,20200722,sh688007,282097650,451554410
20200114,20200122,sh688007,60731319.99999999,451554410
20190719,20190722,sh688007,57192910,451554410
20190610,20190610,sh688007,,383554410
20220716,20220722,sh688008,1133656830,1133656830
20211223,20211227,sh688008,538065550,1131306770
20211126,20211206,sh688008,537789120,1131030340
20210715,20210722,sh688008,424807720,1131030340
20210206,20210218,sh688008,421418280,1131030340
20200710,20200722,sh688008,420201820,1129813890
20200114,20200122,sh688008,79088810,1129813890
20190718,20190722,sh688008,74384840,1129813890
20190401,20190401,sh688008,,1016832500
20200711,20200722,sh688009,3949392579.9999995,10589819000
20200114,20200122,sh688009,3228801000,10589819000
20190719,20190722,sh688009,3153171599.9999995,10589819000
20190416,20190416,sh688009,1968801000,8789819000
20220716,20220722,sh688010,152987740,153581940
20210828,20210630,sh688010,95587900.00000001,153581940
20210715,20210722,sh688010,97173940,153581940
20210429,20201231,sh688010,61299399.99999999,153581940
20210114,20210122,sh688010,95299400,153581940
20200821,20200630,sh688010,37966160,153581940
20200713,20200722,sh688010,61748100.00000001,153581940
20200430,20191231,sh688010,35845710,153581940
20200115,20200122,sh688010,37613960,153581940
20190719,20190722,sh688010,35445710,153581940
20190328,20190328,sh688010,,114781940
20220716,20220722,sh688011,55346000,100000000
20210715,20210722,sh688011,41831540.00000001,100000000
20210316,20201231,sh688011,41000100,100000000
20200711,20200722,sh688011,40781400,100000000
20200114,20200122,sh688011,23949860,100000000
20190719,20190722,sh688011,22774940,100000000
20190329,20190329,sh688011,,75000000
20220716,20220722,sh688012,616244480,616244480
20210819,20210824,sh688012,248623700,616244480
20210715,20210722,sh688012,247470790.00000003,615091570
20210703,20210630,sh688012,245402540,615091570
20200713,20200722,sh688012,245402540,534862240
20200114,20200122,sh688012,51417969.99999999,534862240
20190719,20190722,sh688012,48426570,534862240
20190329,20190329,sh688012,,481376010
20220921,20220928,sh688013,39287600,81155600
20220222,20220222,sh688013,37132000,80000000
20210917,20210928,sh688013,37324000,80000000
20210823,20210630,sh688013,17192000,80000000
20210430,20201231,sh688013,18361440,80000000
20210322,20210329,sh688013,19073600,80000000
20200925,20200928,sh688013,16287840.000000002,80000000
20200417,20200417,sh688013,,60000000
20220917,20220921,sh688015,187943460,187943460
20220302,20220310,sh688015,119724520,187054800
20210923,20210927,sh688015,93132500,187054800
20210911,20210909,sh688015,92669720,186592020
20210714,20210722,sh688015,92669720,160000000
20210409,20201231,sh688015,90669720,160000000
20200711,20200722,sh688015,90669720,160000000
20200114,20200122,sh688015,34544000,160000000
20190720,20190722,sh688015,32738180.000000004,160000000
20190329,20190329,sh688015,,120000000
20200711,20200722,sh688016,36894740,71978150
20200115,20200122,sh688016,14727380,71978150
20190719,20190722,sh688016,13980850,71978150
20190411,20190411,sh688016,,53978149.99999999
20220823,20220829,sh688017,93595820,168583380
20210219,20210301,sh688017,28900030,120416700
20200827,20200828,sh688017,27542940,120416700
20200413,20200413,sh688017,,90312500
20221202,20221206,sh688018,80469290,80469290
20220716,20220722,sh688018,80451790,80451790
20211109,20211111,sh688018,45298960,80158960
20210714,20210722,sh688018,45252969.99999999,80112970
20210529,20210602,sh688018,44452969.99999999,80112970
20210506,20210510,sh688018,44431940.00000001,80091940
20201124,20201126,sh688018,44370500,80030500
20200713,20200722,sh688018,44340000,80000000
20200114,20200122,sh688018,18359430,80000000
20190719,20190722,sh688018,17437110,80000000
20190403,20190403,sh688018,,60000000
20220721,20220726,sh688019,74701640,74701640
20210715,20210722,sh688019,30660250,53220580
20210703,20210707,sh688019,29996400,53220580
20200713,20200722,sh688019,29884200,53108380
20200114,20200122,sh688019,12206040,53108380
20190719,20190722,sh688019,11574960.000000002,53108380
20190329,20190329,sh688019,,39831290
20220826,20220830,sh688020,80210500,80210500
20210715,20210722,sh688020,37462520,80000000
20200711,20200722,sh688020,36662520,80000000
20200115,20200122,sh688020,19200000,80000000
20190720,20190722,sh688020,18253150,80000000
20190410,20190410,sh688020,,60000000
20221029,20221107,sh688021,77283580,77283580
20210831,20210630,sh688021,45957110,77283580
20210227,20201231,sh688021,45698310,77283580
20201030,20201106,sh688021,46174910,77283580
20200828,20200630,sh688021,19805200,77283580
20200423,20200506,sh688021,19000000,77283580
20191105,20191106,sh688021,18200320,77283580
20190429,20190429,sh688021,,57283580
20220716,20220722,sh688022,108536490,108536490
20210930,20211012,sh688022,59625420,108286500
20210715,20210722,sh688022,59338920,108000000
20210423,20201231,sh688022,57988920,108000000
20200822,20200630,sh688022,26338500,108000000
20200714,20200722,sh688022,58276719.99999999,108000000
20200425,20191231,sh688022,25062940,108000000
20200111,20200122,sh688022,26288200,108000000
20190720,20190722,sh688022,24424740,108000000
20190404,20190404,sh688022,,81000000
20221028,20221107,sh688023,78504700,78504700
20211119,20211123,sh688023,52707410,78504700
20211028,20211105,sh688023,52389060,78186350
20211021,20211020,sh688023,51648310,78186350
20201027,20201105,sh688023,51648310,74074080
20200423,20200506,sh688023,16196310,74074080
20191104,20191105,sh688023,15483810,74074080
20190409,20190409,sh688023,,55555559.99999999
20221115,20221121,sh688025,55167250,93817330
20220609,20220614,sh688025,54263500,92913580
20220331,20211231,sh688025,54193500,92843580
20220112,20220114,sh688025,54215500,92865580.00000001
20211023,20211101,sh688025,55021700,92843580
20211019,20211026,sh688025,54098010.00000001,92843580
20210915,20210917,sh688025,53042010,92843580
20210825,20210630,sh688025,52567010,92368580
20210423,20210430,sh688025,52423010.00000001,92368580
20210420,20201231,sh688025,48692750,92368580
20201026,20201102,sh688025,48573650,92368580
20200825,20200630,sh688025,22733560.000000004,92368580
20200423,20200430,sh688025,22168460,92368580
20200420,20191231,sh688025,21100680.000000004,92368580
20191030,20191031,sh688025,21100680.000000004,92368580
20190404,20190404,sh688025,,69276430
20161130,20161223,sh688025,26733480,60000000
20220713,20220711,sh688026,74823110,140363160
20211218,20211227,sh688026,52195080,100000000
20211204,20211213,sh688026,51898230,100000000
20210113,20210122,sh688026,47744990,100000000
20200714,20200722,sh688026,23750000,100000000
20200121,20200122,sh688026,22676250,100000000
20190603,20190603,sh688026,,75000000
20151127,20151214,sh688026,8385930,42500290.00000001
20220714,20220718,sh688027,46942320,80192320
20210703,20210712,sh688027,45750000,80000000
20201230,20210111,sh688027,17000000,80000000
20200708,20200709,sh688027,16285180,80000000
20190327,20190327,sh688027,,60000000
20221108,20221104,sh688028,80327460,109580960
20210811,20210630,sh688028,37421500,80000000
20210714,20210722,sh688028,38387100,80000000
20210417,20201231,sh688028,37561000,80000000
20200820,20200630,sh688028,19780200,80000000
20200714,20200722,sh688028,38167300,80000000
20200415,20191231,sh688028,18743280,80000000
20200114,20200122,sh688028,19590800,80000000
20190720,20190722,sh688028,18152480,80000000
20190412,20190412,sh688028,,60000000
20220716,20220722,sh688029,187246110,187246110
20210714,20210722,sh688029,43993500,133340000
20200714,20200722,sh688029,42849550,133340000
20200114,20200122,sh688029,32196050,133340000
20190719,20190722,sh688029,30592090,133340000
20190403,20190403,sh688029,,100000000
20151109,20151222,sh688029,,90000000
20101109,20000510,sh688029,,2000000
20101109,20070816,sh688029,,10000000
20101109,20021108,sh688029,,5600000
20220922,20220930,sh688030,180223820,180223820
20210918,20210930,sh688030,95520710,180223450
20200922,20200930,sh688030,93621370,180223450
20200319,20200330,sh688030,38651070,180223450
20190927,20190930,sh688030,36650570,180223450
20190409,20190409,sh688030,,135167450
20221017,20221018,sh688031,26541210,120842070
20211130,20211130,sh688031,,90631470.00000001
20220830,20220630,sh688032,13182790,56000000
20211217,20211220,sh688032,8800650,40000000
20201230,20201230,sh688032,,30000000
20221028,20221025,sh688033,449929690,561368500
20220408,20211231,sh688033,305718710,448737190
20210715,20210722,sh688033,307656810,448737190
20210416,20201231,sh688033,305693140,448737190
20200828,20200630,sh688033,46826629.99999999,448737190
20200714,20200722,sh688033,304665340,448737190
20200115,20200122,sh688033,45916330,448737190
20190720,20190722,sh688033,43435990,448737190
20190412,20190412,sh688033,,400857190
20220916,20220919,sh688035,29474730,142240000
20211012,20211012,sh688035,,106680000
20220922,20220930,sh688036,803950350,803950350
20210923,20210930,sh688036,393265670,801690950
20210805,20210809,sh688036,390865670,801690950
20200923,20200930,sh688036,389174720,800000000
20200323,20200330,sh688036,75966110,800000000
20190927,20190930,sh688036,71562850,800000000
20190329,20190329,sh688036,,720000000
20221209,20221216,sh688037,84572700,92618400
20221104,20221108,sh688037,45227450,92618400
20220310,20211231,sh688037,44810750,84156000
20211209,20211216,sh688037,45385649.99999999,84156000
20211102,20211104,sh688037,44335649.99999999,84156000
20210320,20201231,sh688037,44335649.99999999,84000000
20201209,20201216,sh688037,44346250,84000000
20200827,20200630,sh688037,19215750,84000000
20200609,20200616,sh688037,19524250,84000000
20200425,20191231,sh688037,18733750,84000000
20191213,20191216,sh688037,17683750,84000000
20190712,20190712,sh688037,,63000000
20220706,20220713,sh688038,80537980,116373400
20210712,20210713,sh688038,23666430,116373400
20200910,20200910,sh688038,,87280000
20160422,20160427,sh688038,26177000,50000000
20150424,20150429,sh688038,21474500,50000000
20141030,20141103,sh688038,12858500,50000000
20140912,20140916,sh688038,11205500,50000000
20140821,20140630,sh688038,10377500,50000000
20140422,20140331,sh688038,10449000,30000000
20140422,20140425,sh688038,9551000,50000000
20131218,20131220,sh688038,11277000,30000000
20130828,20130630,sh688038,21948000,30000000
20121022,20121025,sh688038,,30000000
20221203,20221212,sh688039,80316500,80316500
20210419,20201231,sh688039,48316260,80000000
20201203,20201211,sh688039,48766860,80000000
20200818,20200630,sh688039,17650600,80000000
20200603,20200611,sh688039,17200000,80000000
20191210,20191211,sh688039,16469300,80000000
20190329,20190329,sh688039,,60000000
20220811,20220812,sh688041,199605790.00000003,2324338090
20211108,20211108,sh688041,,2024338090
20221117,20221128,sh688045,15447340,69048940
20210429,20210429,sh688045,,51786640
20221018,20221025,sh688046,46342630,410000000
20210630,20210630,sh688046,,360000000
20210628,20210628,sh688047,,360000000
20220924,20221010,sh688048,31471180,135599960
20210624,20210624,sh688048,,101699959.99999999
20221119,20221129,sh688049,89820100,122000000
20211126,20211129,sh688049,25801650,122000000
20201230,20201230,sh688049,,91500000
20220722,20220729,sh688050,69656740,105176710
20210818,20210630,sh688050,23797550,105139270
20210331,20201231,sh688050,21716210,105139270
20210122,20210129,sh688050,22687650,105139270
20200728,20200729,sh688050,21497310.000000004,105139270
20191210,20191210,sh688050,,78849270
20220430,20211231,sh688051,23438400,77334000
20200912,20200921,sh688051,18546750,77334000
20200319,20200320,sh688051,17705220,77334000
20190509,20190509,sh688051,,58000000
20221015,20221024,sh688052,22979510,101064000
20210528,20210528,sh688052,,75798000
20171012,20171018,sh688052,918300,6000000
20170726,20170728,sh688052,805200,6000000
20160727,20160811,sh688052,3269400,6000000
20220707,20220708,sh688053,21874780,100000000
20210527,20210527,sh688053,,75000000
20220810,20220817,sh688055,1803333400,3333333400.0000005
20210204,20210218,sh688055,283333390,3333333400.0000005
20200814,20200817,sh688055,269367790,3333333400.0000005
20200109,20200109,sh688055,,3000000000
20220825,20220902,sh688056,26403600,67198600
20210825,20210902,sh688056,25355000,67000000
20210223,20210302,sh688056,16150000,67000000
20200901,20200902,sh688056,15463460,67000000
20191230,20191230,sh688056,,50000000
20221104,20221111,sh688057,140008000,276000000
20210825,20210630,sh688057,68837220,276000000
20210429,20210511,sh688057,66869120,276000000
20210303,20201231,sh688057,63964950,276000000
20201110,20201111,sh688057,63773850,276000000
20200430,20200430,sh688057,,207000000
20200331,20191231,sh688057,11610750,207000000
20180124,20180129,sh688057,11714250,207000000
20170818,20170630,sh688057,11534250,207000000
20170321,20170324,sh688057,11562750,207000000
20170317,20170322,sh688057,4405000,207000000
20160330,20151231,sh688057,11405000,200000000
20160303,20160308,sh688057,4424000,200000000
20150901,20150907,sh688057,7831000,200000000
20150828,20150630,sh688057,7974500,200000000
20150420,20150429,sh688057,7941500,200000000
20150420,20150420,sh688057,3176600.0000000005,80000000
20150123,20150127,sh688057,2849600,80000000
20141105,20141110,sh688057,2985850,80000000
20140526,20140605,sh688057,7985850,75000000
20221026,20221101,sh688058,56000000,56000000
20211023,20211101,sh688058,22342000,40000000
20201022,20201102,sh688058,21842000,40000000
20200422,20200506,sh688058,9500000,40000000
20191031,20191101,sh688058,9096690,40000000
20190409,20190409,sh688058,,30000000
20210205,20210208,sh688059,8952200,44008000
20200624,20200624,sh688059,,33006000
20220704,20220711,sh688060,26250000,60000000
20210827,20210630,sh688060,14527500,60000000
20210327,20201231,sh688060,13750440.000000002,60000000
20210104,20210111,sh688060,14431700,60000000
20200709,20200710,sh688060,13568740,60000000
20160701,20160701,sh688060,,45000000
20221017,20221018,sh688061,17480420,77106970
20211222,20211222,sh688061,,57830170
20220709,20220718,sh688062,94872320,399600000
20211029,20211029,sh688062,,299700000
20220826,20220630,sh688063,82509959.99999999,154844530
20210428,20201231,sh688063,37109410,154844530
20201229,20201230,sh688063,35948710,154844530
20200527,20200527,sh688063,,116133330
20220920,20220926,sh688065,263569670,583278200
20210804,20210812,sh688065,169627580.00000003,416681979.99999994
20210203,20210218,sh688065,40199570,416681979.99999994
20200811,20200812,sh688065,37820460,416681979.99999994
20191210,20191210,sh688065,,375013779.99999994
20220723,20220728,sh688066,184881280,184881280
20211211,20211215,sh688066,99236720,184429280
20210825,20210630,sh688066,98056119.99999999,166318930
20210724,20210722,sh688066,98774720,183967280
20210424,20201231,sh688066,97222620,166318930
20201224,20201228,sh688066,97894020,166318930
20200825,20200630,sh688066,40619300,165983330
20200715,20200722,sh688066,97558420,165983330
20200421,20191231,sh688066,38294770,165983330
20200114,20200122,sh688066,40072600,165983330
20190720,20190722,sh688066,37647170,165983330
20190412,20190412,sh688066,,124483330
20210615,20210616,sh688067,13840370,68000000
20200526,20200526,sh688067,,51000000
20180420,20171231,sh688067,2781429.9999999995,51000000
20160330,20151231,sh688067,2781429.9999999995,51000000
20150120,20150205,sh688067,1075710,51000000
20210424,20201231,sh688068,43028270,62196340
20200922,20200930,sh688068,42395790,62196340
20200320,20200330,sh688068,14140010,62196340
20190927,20190930,sh688068,14140010,62196340
20190404,20190404,sh688068,,46646340
20220714,20220722,sh688069,51003600,83203600
20211215,20211222,sh688069,35874760,59470000
20210714,20210722,sh688069,31274760,59470000
20210115,20210122,sh688069,14274760.000000002,59470000
20200721,20200722,sh688069,13636530,59470000
20190603,20190603,sh688069,,44600000
20210209,20210210,sh688070,17989660,87580000
20200420,20200420,sh688070,,65680000
20220726,20220729,sh688071,40752820,72844770
20200714,20200714,sh688071,,54633570
20221013,20221020,sh688072,28128330,126478799.99999999
20210712,20210712,sh688072,,94859000
20221010,20221011,sh688073,13348800.000000002,64916390
20211130,20211130,sh688073,,48687290
20220629,20220705,sh688075,22404780,90773430.00000001
20211117,20211118,sh688075,14062440,61333400
20200602,20200602,sh688075,,46000000
20220830,20220630,sh688076,144719520,213183800
20210519,20210520,sh688076,43196750,213183800
20200617,20200617,sh688076,,159887850
20200609,20191231,sh688076,26876450,159887850
20190830,20190630,sh688076,27844450,159887850
20190628,20190628,sh688076,26876450,159887850
20190515,20190520,sh688076,27844450,159887850
20190221,20190226,sh688076,26344450,159887850
20190221,20190114,sh688076,27124450,156907850
20181102,20181107,sh688076,46138290,156907850
20181016,20181019,sh688076,46028290,156907850
20181009,20181012,sh688076,44691690,156907850
20180626,20180629,sh688076,20923840,133140000
20180420,20180425,sh688076,1910000,133140000
20170525,20170531,sh688076,13770000,117460000
20170420,20170425,sh688076,16770000,117460000
20160519,20160524,sh688076,16770000,58730000
20160111,20160121,sh688076,18770000,56730000
20220715,20220722,sh688077,44951000,80678000
20210817,20210630,sh688077,19476000,80000000
20210715,20210722,sh688077,43749000,80000000
20210331,20201231,sh688077,18572220,80000000
20210115,20210122,sh688077,19370300,80000000
20200721,20200722,sh688077,18201920,80000000
20170602,20170602,sh688077,,60000000
20201222,20201230,sh688078,34099620,70750000
20200619,20200630,sh688078,16805500,70750000
20191227,20191230,sh688078,16099060,70750000
20191210,20191210,sh688078,,53060000
20180822,20180630,sh688078,11896930,53060000
20180725,20180730,sh688078,11396930,53060000
20180418,20171231,sh688078,11861930,53060000
20170821,20170630,sh688078,11361930,53060000
20170421,20170426,sh688078,11361930,53060000
20170421,20170329,sh688078,12467929.999999998,50250000
20170410,20161231,sh688078,12467929.999999998,50250000
20151117,20151202,sh688078,10588119.999999998,50250000
20210301,20210302,sh688079,69736600,401333330
20201015,20201015,sh688079,,301000000
20220922,20220927,sh688080,37918520,52572520.00000001
20210820,20210630,sh688080,37337630,52428790
20210428,20201231,sh688080,12646140,52428790
20210202,20210218,sh688080,37313730,52428790
20200826,20200630,sh688080,12112400,52428790
20200804,20200812,sh688080,12637739.999999998,52428790
20200211,20200212,sh688080,11926500,52428790
20190417,20190417,sh688080,,39321590
20170912,20170915,sh688080,12239949.999999998,39321590
20170828,20170831,sh688080,10717690,39321590
20170821,20170630,sh688080,7470950,36074850
20170516,20170519,sh688080,7439400.000000001,36074850
20161223,20161228,sh688080,7439400.000000001,35450840
20160531,20160603,sh688080,7576130.000000001,34500000
20160301,20160307,sh688080,2313460,34500000
20150911,20150916,sh688080,3313460,33500000
20150818,20150630,sh688080,5223460,31500000
20141120,20141125,sh688080,5273140,31500000
20140724,20140807,sh688080,17260020,31500000
20140128,20140218,sh688080,18235170,30000000
20210410,20201231,sh688081,17722900,73600000
20201229,20210106,sh688081,31094400,73600000
20200820,20200630,sh688081,16999670,73600000
20200624,20200706,sh688081,17755300,73600000
20200103,20200106,sh688081,16724369.999999998,73600000
20190627,20190627,sh688081,,55200000
20221206,20221213,sh688082,74688320,433557100
20221109,20221118,sh688082,57136780,433557100
20211117,20211118,sh688082,33477540,433557100
20200601,20200601,sh688082,,390201350
20220927,20221011,sh688083,49089709.99999999,86674920
20210904,20210913,sh688083,14102690,61943860.00000001
20210310,20210311,sh688083,13494559.999999998,61943860.00000001
20200409,20200409,sh688083,,46457860
20180420,20171231,sh688083,12083830,40000000
20170428,20170526,sh688083,9403830,40000000
20220823,20220630,sh688085,93057250,225866850
20210810,20210630,sh688085,84210060,205333500
20210402,20210409,sh688085,82544160,205333500
20200917,20201009,sh688085,44485430,205333500
20200408,20200409,sh688085,42484430,205333500
20190626,20190626,sh688085,,154000000
20210430,20201231,sh688086,45902680,190381500
20210210,20210226,sh688086,109084680.00000001,190381500
20200828,20200630,sh688086,44091850.00000001,190381500
20200818,20200826,sh688086,46132080,190381500
20200225,20200226,sh688086,43652050,190381500
20200131,20200131,sh688086,,142785380
20180115,20180118,sh688086,90341330,118988000
20170627,20170630,sh688086,70656000,118988000
20170614,20170619,sh688086,47568000,95900000
20161228,20161230,sh688086,40586660,95900000
20161206,20161209,sh688086,20901329.999999996,95900000
20160309,20160427,sh688086,12000000,92000000
20220704,20220711,sh688087,69265110,134627590
20210708,20210709,sh688087,27070189.999999996,133032490
20210309,20210309,sh688087,,99774360
20210426,20201231,sh688088,266106280,406000000
20200818,20200630,sh688088,43451719.99999999,406000000
20200715,20200722,sh688088,267212380,406000000
20200428,20191231,sh688088,38932810,406000000
20200114,20200122,sh688088,41192120.00000001,406000000
20190719,20190722,sh688088,38006210,406000000
20190327,20190327,sh688088,,360000000
20201212,20201221,sh688089,65400000,120000000
20200612,20200619,sh688089,26756000,120000000
20191218,20191219,sh688089,25581580,120000000
20190429,20190429,sh688089,,90000000
20210203,20210218,sh688090,45428890,67360590
20200807,20200817,sh688090,15998140,67360590
20200214,20200217,sh688090,15324070,67360590
20190605,20190605,sh688090,,50520440
20221012,20221020,sh688091,105075910,143888000
20220331,20211231,sh688091,24205520,105800000
20210908,20210909,sh688091,24133920,105800000
20200811,20200811,sh688091,,79350000
20221111,20221115,sh688092,26283460,59298729.99999999
20210908,20210922,sh688092,12805860,59158390
20210831,20210630,sh688092,12261860,59158390
20210318,20210319,sh688092,12027159.999999998,59158390
20200427,20200427,sh688092,,44368790
20220923,20220930,sh688093,62459040.00000001,241072440
20210923,20210930,sh688093,42269000,172000000
20210324,20210330,sh688093,40850000,172000000
20200929,20200930,sh688093,39113050,172000000
20200403,20200403,sh688093,,129000000
20220831,20220908,sh688095,39882300,66202299.99999999
20210831,20210908,sh688095,28978800,48140000
20210227,20210308,sh688095,11421300.000000002,48140000
20200907,20200908,sh688095,10897230,48140000
20200706,20200706,sh688095,,36100000
20190829,20190630,sh688095,7239250,36100000
20190429,20181231,sh688095,7939750,36100000
20180802,20180808,sh688095,7941250,36100000
20180426,20171231,sh688095,7923250,36100000
20160615,20160620,sh688095,8034250,36100000
20160523,20160526,sh688095,6069250,36100000
20160420,20151231,sh688095,1469250,31500000
20150428,20150512,sh688095,1499250,31500000
20220922,20220928,sh688096,80288000,107995500
20210401,20210409,sh688096,74244500,107293500
20200924,20201009,sh688096,25488500,107293500
20200408,20200409,sh688096,24419980,107293500
20190705,20190705,sh688096,,80463500
20190617,20190621,sh688096,20838500,80463500
20180604,20180608,sh688096,16838500,76463500
20170619,20170626,sh688096,7354829.999999999,76463500
20170619,20170510,sh688096,2645170,66463500
20170421,20161231,sh688096,9176960,66463500
20170306,20170310,sh688096,2608290,66463500
20160907,20160919,sh688096,9287590,66463500
20160805,20160810,sh688096,3148330.0000000005,22530000
20160329,20160401,sh688096,5148330,20530000
20151029,20151103,sh688096,6323330,18530000
20150922,20150928,sh688096,7500000,15000000
20150821,20150825,sh688096,12500000,15000000
